,cm_cd,IncomePA,cm_occup,E2Channel,IsKarvy,KRA YN,age,months_since_last_login,months_since_last_trade,dp_holding,total_logins_one_year,total_trades_one_year
4404,11032009,5_10L,S,CAT,0,Y,42.0,1.2051556677614492,3.833546394470417,0.0,45.0,1.0
4425,11114882,5_10L,P,CAT,0,Y,21.0,3.045029176457726,132.0,0.0,468.0,0.0
4450,11215898,5_10L,P,Franchisee,0,Y,21.0,1.7308338131032426,132.0,0.0,5.0,0.0
4456,10615374,5_10L,P,CAT,0,Y,21.0,132.0,1.7636886971871049,0.0,0.0,1.0
4461,10002785,<=1L,S,CAT,0,N,24.0,4.819192916986279,132.0,0.0,3.0,0.0
4468,11029028,5_10L,P,CAT,0,Y,21.0,4.1949501193929,5.180596641908762,0.0,51.0,6.0
4502,12360878,5_10L,P,CAT,0,Y,22.0,1.895108233522553,3.767836626302692,0.0,41.0,2.0
4525,10209578,5_10L,S,CAT,0,N,27.0,2.617915683367519,3.767836626302692,0.0,482.0,30.0
4553,10615303,5_10L,P,CAT,0,Y,21.0,132.0,3.603562205883382,0.0,0.0,1.0
4558,11116889,<=1L,P,CAT,0,N,22.0,1.5665593926839323,1.7636886971871049,0.0,4.0,1.0
4569,10840343,5_10L,P,CAT,0,N,19.0,132.0,1.895108233522553,0.0,0.0,1.0
4574,10088589,5_10L,P,CAT,0,N,34.0,10.207393906739664,132.0,0.0,4.0,0.0
4584,10709961,<=1L,P,CAT,0,N,25.0,132.0,132.0,0.0,0.0,0.0
4652,10303051,<=1L,S,CAT,0,N,20.0,4.063530583057451,132.0,0.0,10.0,0.0
4657,10556263,5_10L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
4675,11221036,5_10L,P,CAT,0,Y,26.0,6.724776193850281,132.0,0.0,40.0,0.0
4676,12923129,5_10L,P,CAT,0,Y,36.0,6.330517584843936,7.6447129481984195,0.0,130.0,3.0
4683,10721039,<=1L,S,CAT,0,Y,25.0,4.129240351225175,132.0,0.0,15.0,0.0
4699,10428009,<=1L,S,CAT,0,Y,19.0,4.293514771644486,4.293514771644486,0.0,27.0,4.0
4725,10032659,<=1L,S,CAT,0,N,48.0,3.767836626302692,132.0,0.0,45.0,0.0
4782,10204592,5_10L,P,CAT,0,Y,47.0,2.815044987870692,132.0,0.0,33.0,0.0
4799,10100111,<=1L,S,CAT,0,N,21.0,1.99367288577414,2.1579473061934498,0.0,90.0,12.0
4814,10199752,<=1L,S,CAT,0,Y,45.0,132.0,2.4536412629482087,0.0,26.0,1.0
4815,10340162,5_10L,P,CAT,0,N,25.0,8.334665513959523,132.0,0.0,1.0,0.0
4818,10661226,<=1L,P,CAT,0,N,22.0,132.0,132.0,0.0,0.0,0.0
4821,10958822,5_10L,P,CAT,0,N,20.0,9.353166920559248,132.0,0.0,4.0,0.0
4845,10011991,<=1L,S,CAT,0,N,30.0,5.476290598663521,132.0,0.0,4.0,0.0
4853,10191066,5_10L,P,CAT,0,Y,30.0,132.0,1.2708654359291731,0.0,0.0,1.0
4875,11230670,<=1L,P,CAT,0,N,21.0,132.0,132.0,0.0,0.0,0.0
4876,11221888,5_10L,P,CAT,0,N,23.0,132.0,1.7636886971871049,0.0,0.0,1.0
4889,10670581,<=1L,ST,CAT,0,N,21.0,6.954760382437315,7.283309223275936,0.0,38.0,7.0
4893,10684683,5_10L,P,CAT,0,N,31.0,0.7123324065035178,1.9608180016902768,0.0,500.0,632.0
4933,10411917,<=1L,S,CAT,0,N,28.0,1.1723007836775872,1.0737361314260008,0.0,2.0,1.0
4958,11069519,<=1L,S,CAT,0,Y,20.0,0.7123324065035178,0.8437519428389662,0.0,6.0,1.0
4975,10232663,5_10L,S,CAT,0,N,31.0,3.767836626302692,132.0,0.0,11.0,0.0
4989,10191392,5_10L,S,CAT,0,N,27.0,2.913609640122278,132.0,0.0,9.0,0.0
4997,11285381,<=1L,P,CAT,0,N,29.0,132.0,132.0,0.0,0.0,0.0
5023,10505108,1_5L,S,CAT,0,N,27.0,3.4721426695479334,3.833546394470417,0.0,37.0,4.0
5038,11289357,5_10L,P,CAT,0,Y,36.0,132.0,1.0408812473421387,0.0,0.0,1.0
5056,10001606,<=1L,O,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
5074,10613182,<=1L,S,CAT,0,Y,26.0,1.862253349438691,132.0,0.0,7.0,0.0
5092,10920223,5_10L,S,CAT,0,Y,29.0,5.114886873741038,132.0,0.0,4.0,0.0
5115,10755540,5_10L,P,CAT,0,Y,22.0,4.98346733740559,1.2051556677614492,0.0,59.0,9.0
5127,10831803,<=1L,S,CAT,0,N,23.0,1.6651240449355185,2.4536412629482087,0.0,18.0,1.0
5159,10730190,<=1L,S,CAT,0,Y,29.0,3.5049975536317954,3.373578017296347,0.0,5.0,2.0
5195,10192375,5_10L,S,CAT,0,N,19.0,1.0737361314260008,1.0737361314260008,0.0,2.0,2.0
5201,10122105,<=1L,S,CAT,0,Y,24.0,3.603562205883382,132.0,0.0,4.0,0.0
5202,11185134,5_10L,P,CAT,0,N,27.0,132.0,132.0,0.0,0.0,0.0
5232,10615028,5_10L,P,CAT,0,N,22.0,132.0,1.7636886971871049,0.0,0.0,1.0
5242,10252979,5_10L,P,CAT,0,Y,39.0,0.8766068269228283,1.2708654359291731,0.0,37.0,22.0
5268,12507155,5_10L,P,CAT,0,N,26.0,132.0,132.0,0.0,0.0,0.0
5269,12858690,5_10L,P,CAT,0,Y,29.0,4.457789192063796,8.991763195636764,0.0,52.0,1.0
5293,11000343,<=1L,S,CAT,0,N,30.0,3.4721426695479334,132.0,0.0,15.0,0.0
5305,11087343,<=1L,S,CAT,0,N,33.0,4.063530583057451,132.0,0.0,61.0,0.0
5321,10111990,1_5L,B,CAT,0,N,31.0,2.552205915199795,2.880754756038416,0.0,106.0,18.0
5325,10127645,<=1L,P,CAT,0,N,23.0,3.143593828709313,132.0,0.0,14.0,0.0
5346,10486399,<=1L,S,CAT,0,Y,22.0,1.862253349438691,1.862253349438691,0.0,3.0,3.0
5351,11005310,<=1L,S,CAT,0,Y,21.0,1.6651240449355185,1.6651240449355185,0.0,1.0,2.0
5363,10982538,<=1L,S,CAT,0,N,25.0,1.0408812473421387,1.0737361314260008,0.0,82.0,1.0
5394,11086124,5_10L,P,CAT,0,N,20.0,132.0,1.9279631176064151,0.0,0.0,1.0
5400,10108159,5_10L,P,CAT,0,N,23.0,132.0,0.9423165950905524,0.0,0.0,1.0
5424,10869175,<=1L,S,CAT,0,N,19.0,3.9649659308058647,2.190802190277312,0.0,16.0,1.0
5429,10957472,5_10L,P,CAT,0,N,33.0,132.0,132.0,0.0,0.0,0.0
5449,10974935,<=1L,S,CAT,0,N,20.0,2.94646452420614,1.9608180016902768,0.0,6.0,1.0
5456,12342868,<=1L,P,CAT,0,N,37.0,132.0,132.0,0.0,0.0,0.0
5457,10872968,5_10L,P,CAT,0,Y,19.0,1.0737361314260008,0.9423165950905524,0.0,5.0,1.0
5485,123456HR,<=1L,P,GL Investments,0,N,21.0,3.997820814889727,8.13753620945635,0.0,51.0,3.0
5499,11682493,5_10L,P,CAT,0,N,32.0,14.609948373977184,1.7636886971871049,0.0,0.0,1.0
5525,10377601,5_10L,P,CAT,0,N,25.0,7.579003180030695,132.0,0.0,18.0,0.0
5531,10095787,5_10L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
5545,1254SURI,1_5L,others,CAT,0,N,68.0,5.410580830495797,141.26552651726556,31.0,29.0,0.0
5546,10993923,<=1L,S,CAT,0,Y,46.0,1.53370450860007,3.373578017296347,0.0,25.0,1.0
5556,10538864,<=1L,S,CAT,0,Y,30.0,1.796543581270967,1.7308338131032426,0.0,2.0,1.0
5557,10292105,5_10L,P,CAT,0,N,30.0,0.7123324065035178,1.9608180016902768,0.0,12.0,1.0
5598,10565788,<=1L,P,CAT,0,N,47.0,132.0,132.0,0.0,0.0,0.0
5606,10892119,5_10L,S,CAT,0,N,22.0,1.895108233522553,1.0408812473421387,0.0,6.0,1.0
5636,10293321,5_10L,P,CAT,0,N,27.0,132.0,1.6979789290193803,0.0,0.0,1.0
5669,10615264,5_10L,P,CAT,0,N,21.0,132.0,3.833546394470417,0.0,4.0,1.0
5676,10426001,<=1L,S,CAT,0,Y,22.0,0.6466226383357937,0.8108970587551041,0.0,24.0,1.0
5703,10195722,5_10L,P,CAT,0,N,21.0,132.0,132.0,0.0,0.0,0.0
5706,10072754,<=1L,S,CAT,0,N,29.0,132.0,1.7636886971871049,0.0,0.0,1.0
5709,10995058,5_10L,S,CAT,0,N,20.0,1.2380105518453113,132.0,0.0,14.0,0.0
5712,10371054,5_10L,P,CAT,0,N,27.0,5.377725946411935,132.0,0.0,4.0,0.0
5727,10000209,5_10L,P,CAT,0,Y,36.0,132.0,132.0,0.0,0.0,0.0
5734,10615272,<=1L,P,CAT,0,N,25.0,4.786338032902417,5.1477417578249005,0.0,377.0,6.0
5736,10909145,5_10L,P,CAT,0,N,25.0,132.0,132.0,0.0,4.0,0.0
5742,10562760,<=1L,S,CAT,0,Y,41.0,3.5049975536317954,132.0,0.0,30.0,0.0
5757,12345450,<=1L,ST,CAT,0,N,21.0,5.44343571457966,132.0,0.0,17.0,0.0
5771,11054337,<=1L,S,CAT,0,Y,42.0,0.7123324065035178,3.1107389446254503,0.0,89.0,1.0
5783,10615359,<=1L,P,CAT,0,N,26.0,132.0,132.0,0.0,0.0,0.0
5792,12342238,1_5L,B,CAT,0,N,51.0,3.636417089967244,4.063530583057451,0.0,387.0,6.0
5794,10831497,5_10L,P,CAT,0,Y,23.0,132.0,132.0,0.0,9.0,0.0
5796,10902460,<=1L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
5808,10369805,<=1L,S,CAT,0,N,19.0,2.3550766106966226,132.0,0.0,2.0,0.0
5815,10069742,5_10L,P,CAT,0,Y,25.0,5.476290598663521,9.451731572810834,0.0,229.0,13.0
5842,10045061,<=1L,S,CAT,0,N,19.0,1.0408812473421387,1.0080263632582769,0.0,2.0,1.0
5844,10966369,<=1L,ST,CAT,0,N,24.0,6.330517584843936,132.0,0.0,16.0,0.0
5869,10142812,5_10L,P,CAT,0,Y,27.0,132.0,132.0,0.0,0.0,0.0
5887,10098457,5_10L,P,CAT,0,Y,35.0,6.166243164424625,132.0,0.0,4.0,0.0
5900,10799829,5_10L,P,CAT,0,Y,24.0,4.654918496566969,6.56050177343097,0.0,309.0,4.0
5908,10133610,<=1L,others,CAT,0,Y,43.0,132.0,1.0080263632582769,0.0,322.0,21.0
5920,12902080,5_10L,P,CAT,0,Y,27.0,2.3550766106966226,2.0922375380257257,0.0,86.0,6.0
5930,10101082,1_5L,S,CAT,0,N,28.0,132.0,1.2708654359291731,0.0,0.0,1.0
5937,11262128,5_10L,P,CAT,0,Y,40.0,6.067678512173039,3.997820814889727,0.0,52.0,1.0
5979,10301311,<=1L,S,CAT,0,Y,18.0,1.7636886971871049,1.862253349438691,0.0,2.0,1.0
5980,10225688,<=1L,S,CAT,0,N,23.0,3.1107389446254503,132.0,0.0,32.0,0.0
5987,11085258,<=1L,S,CAT,0,Y,27.0,3.4064329013802093,2.0922375380257257,0.0,20.0,1.0
6031,10425212,5_10L,P,CAT,0,N,33.0,132.0,132.0,0.0,0.0,0.0
6053,10166524,5_10L,S,CAT,0,N,27.0,3.997820814889727,132.0,0.0,19.0,0.0
6059,10314516,5_10L,P,CAT,0,Y,30.0,8.13753620945635,132.0,0.0,3.0,0.0
6073,10611489,5_10L,S,CAT,0,Y,61.0,1.2708654359291731,1.2708654359291731,0.0,30.0,1.0
6119,10615230,5_10L,P,CAT,0,Y,27.0,0.9751714791744146,3.143593828709313,0.0,695.0,264.0
6124,1061991R,5_10L,P,CAT,0,N,30.0,2.847899871954554,3.603562205883382,0.0,50.0,3.0
6127,10924035,<=1L,S,CAT,0,N,22.0,132.0,2.4536412629482087,0.0,0.0,1.0
6136,11623058,<=1L,P,CAT,0,N,22.0,132.0,132.0,0.0,0.0,0.0
6144,11272337,5_10L,S,CAT,0,N,18.0,132.0,1.467994740432346,0.0,0.0,1.0
6148,10993056,<=1L,P,CAT,0,N,22.0,6.461937121179384,132.0,0.0,1.0,0.0
6151,10701427,<=1L,S,CAT,0,N,24.0,1.9279631176064151,132.0,0.0,7.0,0.0
6168,10929991,<=1L,S,CAT,0,N,28.0,2.3222217266127605,3.045029176457726,0.0,51.0,1.0
6171,12347280,<=1L,P,CAT,0,N,43.0,132.0,132.0,0.0,0.0,0.0
6190,11103544,5_10L,P,CAT,0,N,25.0,3.1107389446254503,4.162095235309037,0.0,135.0,2.0
6210,10002011,<=1L,S,CAT,0,N,22.0,132.0,1.6651240449355185,0.0,0.0,1.0
6219,10465257,5_10L,P,CAT,0,Y,24.0,132.0,132.0,0.0,0.0,0.0
6228,10248779,5_10L,P,CAT,0,N,22.0,132.0,132.0,0.0,0.0,0.0
6239,10111996,1_5L,S,CAT,0,N,25.0,1.7636886971871049,31.858762518004777,0.0,23.0,0.0
6252,12000101,<=1L,P,CAT,0,N,21.0,132.0,132.0,0.0,0.0,0.0
6260,11034727,5_10L,P,CAT,0,N,27.0,132.0,132.0,0.0,0.0,0.0
6273,10827851,<=1L,S,CAT,0,Y,19.0,132.0,132.0,0.0,0.0,0.0
6275,10202326,<=1L,S,CAT,0,N,23.0,4.950612453321727,5.213451525992625,0.0,79.0,2.0
6279,11146522,5_10L,P,CAT,0,N,29.0,5.903404091753728,6.001968744005315,0.0,159.0,4.0
6284,12487482,5_10L,P,CAT,0,Y,24.0,6.429082237095522,132.0,0.0,264.0,0.0
6306,12349389,5_10L,P,CAT,0,Y,27.0,132.0,132.0,0.0,0.0,0.0
6320,10615353,<=1L,P,CAT,0,N,29.0,132.0,132.0,0.0,0.0,0.0
6364,10194234,<=1L,S,CAT,0,Y,39.0,1.895108233522553,2.3879314947804846,0.0,16.0,3.0
6381,10771492,<=1L,S,CAT,0,N,25.0,1.0737361314260008,1.467994740432346,0.0,12.0,5.0
6385,10755987,5_10L,P,CAT,0,N,22.0,6.461937121179384,132.0,0.0,2.0,0.0
6401,11101153,5_10L,P,CAT,0,Y,20.0,6.363372468927798,132.0,0.0,1.0,0.0
6406,10797141,5_10L,S,CAT,0,N,20.0,1.829398465354829,1.9279631176064151,0.0,14.0,2.0
6421,12343790,1_5L,S,CAT,0,N,33.0,5.049177105573314,5.31201617824421,0.0,590.0,122.0
6430,10216638,5_10L,P,CAT,0,Y,23.0,3.86640127855428,0.5152031020003452,0.0,2.0,1.0
6447,11008738,1_5L,S,CAT,0,N,23.0,132.0,0.9423165950905524,0.0,0.0,1.0
6482,1000025K,1_5L,S,CAT,0,Y,30.0,1.4022849722646218,132.0,0.0,15.0,0.0
6505,10615120,5_10L,P,CAT,0,Y,24.0,8.958908311552904,132.0,0.0,1.0,0.0
6529,11493861,5_10L,P,CAT,0,Y,41.0,3.275013365044761,132.0,0.0,16.0,0.0
6535,10894950,<=1L,P,CAT,0,N,33.0,0.6466226383357937,1.1723007836775872,0.0,18.0,3.0
6542,10660926,<=1L,S,CAT,0,N,22.0,132.0,1.0737361314260008,0.0,0.0,1.0
6547,10151855,5_10L,P,CAT,0,Y,21.0,6.0348236280891765,132.0,0.0,19.0,0.0
6651,10725149,5_10L,P,CAT,0,Y,28.0,8.367520398043386,132.0,0.0,32.0,0.0
6658,11162802,<=1L,S,CAT,0,N,24.0,0.6794775224196558,132.0,0.0,1.0,0.0
6664,12341110,<=1L,P,CAT,0,N,22.0,132.0,132.0,0.0,0.0,0.0
6680,10534473,<=1L,S,CAT,0,Y,20.0,0.6794775224196558,0.9423165950905524,0.0,1.0,1.0
6738,10917347,<=1L,S,CAT,0,N,35.0,2.4536412629482087,2.4207863788643467,0.0,2.0,1.0
6745,10615062,5_10L,P,CAT,0,N,22.0,132.0,132.0,0.0,0.0,0.0
6761,10716590,<=1L,S,CAT,0,Y,19.0,132.0,3.1107389446254503,0.0,0.0,1.0
6773,10636677,<=1L,S,CAT,0,Y,23.0,3.209303596877037,3.143593828709313,0.0,2.0,1.0
6782,12341612,<=1L,ST,CAT,0,N,21.0,1.0080263632582769,6.6919213097664185,0.0,19.0,1.0
6817,10MURALI,1_5L,S,CAT,0,N,34.0,3.7349817422188303,132.0,0.0,28.0,0.0
6840,10519267,<=1L,S,CAT,0,Y,22.0,1.3365752040968977,1.7636886971871049,0.0,21.0,1.0
6842,12457832,5_10L,S,CAT,0,N,26.0,4.293514771644486,7.6447129481984195,0.0,410.0,1119.0
6854,10850428,5_10L,P,CAT,0,N,20.0,132.0,132.0,0.0,0.0,0.0
6903,10000532,1_5L,S,CAT,0,Y,31.0,2.650770567451381,132.0,0.0,7.0,0.0
6905,10366286,5_10L,S,CAT,0,N,19.0,4.392079423896072,3.997820814889727,0.0,21.0,1.0
6913,10383866,5_10L,S,CAT,0,N,41.0,1.6651240449355185,2.683625451535243,0.0,6.0,1.0
6921,12373555,5_10L,P,CAT,0,N,23.0,7.217599455108212,132.0,0.0,5.0,0.0
6950,10898878,5_10L,P,CAT,0,N,24.0,9.977409718152629,132.0,0.0,6.0,0.0
6952,10615129,<=1L,P,CAT,0,N,28.0,1.99367288577414,132.0,0.0,5.0,0.0
6977,11189355,5_10L,P,CAT,0,Y,31.0,7.546148295946833,132.0,0.0,4.0,0.0
6997,11125243,5_10L,S,CAT,0,Y,24.0,1.2051556677614492,132.0,0.0,30.0,0.0
7001,1000PREM,1_5L,S,CAT,0,N,24.0,2.913609640122278,132.0,0.0,9.0,0.0
7026,10615317,5_10L,P,CAT,0,Y,34.0,132.0,132.0,0.0,0.0,0.0
7032,10615133,<=1L,P,CAT,0,N,27.0,8.30181062987566,132.0,0.0,12.0,0.0
7078,12586886,5_10L,P,CAT,0,N,48.0,132.0,132.0,0.0,0.0,0.0
7089,11262405,5_10L,P,Franchisee,0,Y,37.0,1.2380105518453113,2.3222217266127605,0.0,1666.0,93.0
7090,100NIDHI,<=1L,O,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
7096,10615075,5_10L,P,CAT,0,N,27.0,132.0,1.2708654359291731,0.0,0.0,1.0
7105,10438158,5_10L,P,CAT,0,N,32.0,4.392079423896072,132.0,0.0,25.0,0.0
7119,10484322,5_10L,P,CAT,0,N,21.0,11.09447577700394,132.0,0.0,12.0,0.0
7120,10338887,<=1L,S,CAT,0,N,20.0,132.0,3.340723133212485,0.0,0.0,1.0
7148,10717245,5_10L,P,CAT,0,N,50.0,132.0,132.0,0.0,0.0,0.0
7174,10498141,5_10L,P,CAT,0,Y,28.0,6.297662700760074,132.0,0.0,37.0,0.0
7189,10036746,5_10L,P,CAT,0,Y,35.0,1.0080263632582769,1.6322691608516564,0.0,139.0,1.0
7222,10754617,<=1L,S,CAT,0,Y,19.0,132.0,2.4536412629482087,0.0,0.0,1.0
7228,10007793,<=1L,O,CAT,0,N,19.0,132.0,132.0,0.0,0.0,0.0
7244,10682525,<=1L,S,CAT,0,N,21.0,2.7821901037868297,2.650770567451381,0.0,6.0,2.0
7292,11819188,1_5L,S,CAT,0,N,26.0,2.650770567451381,132.0,0.0,7.0,0.0
7319,10918053,<=1L,S,CAT,0,N,25.0,0.9094617110066904,2.3550766106966226,0.0,17.0,1.0
7323,10962363,<=1L,S,CAT,0,N,22.0,132.0,1.2708654359291731,0.0,0.0,1.0
7330,10874386,<=1L,P,CAT,0,N,23.0,132.0,132.0,0.0,0.0,0.0
7336,12346647,5_10L,P,CAT,0,N,27.0,132.0,1.0408812473421387,0.0,0.0,1.0
7362,10003727,<=1L,O,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
7370,10801999,<=1L,S,CAT,0,Y,19.0,1.99367288577414,2.847899871954554,0.0,44.0,2.0
7375,10615289,5_10L,P,CAT,0,Y,63.0,132.0,132.0,0.0,0.0,0.0
7386,10699805,<=1L,S,CAT,0,N,21.0,132.0,1.2708654359291731,0.0,0.0,1.0
7421,10631398,<=1L,P,CAT,0,N,21.0,4.753483148818555,4.884902685154003,0.0,194.0,5.0
7448,10003727,<=1L,O,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
7456,10615046,5_10L,P,CAT,0,N,32.0,0.6794775224196558,132.0,0.0,2.0,0.0
7464,10605516,<=1L,S,CAT,0,Y,19.0,2.125092422109588,2.617915683367519,0.0,8.0,1.0
7471,10016001,5_10L,S,CAT,0,N,20.0,1.3694300881807595,1.3037203200130354,0.0,6.0,1.0
7479,10792016,<=1L,S,CAT,0,Y,22.0,2.617915683367519,2.4536412629482087,0.0,8.0,1.0
7499,11134654,5_10L,P,CAT,0,Y,19.0,132.0,132.0,0.0,0.0,0.0
7519,12333333,1_5L,O,CAT,0,N,41.0,6.626211541598694,37.77264165309995,0.0,15.0,0.0
7522,11070049,<=1L,O,CAT,0,Y,27.0,47.2677031533361,132.0,0.0,0.0,0.0
7551,10018805,<=1L,S,CAT,0,Y,25.0,132.0,3.373578017296347,0.0,0.0,1.0
7564,11086554,<=1L,S,CAT,0,N,45.0,132.0,2.617915683367519,0.0,0.0,1.0
7575,10601986,<=1L,S,CAT,0,N,35.0,5.804839439502142,132.0,0.0,17.0,0.0
7596,11082078,5_10L,P,CAT,0,Y,28.0,1.99367288577414,2.880754756038416,0.0,39.0,1.0
7608,11248530,<=1L,P,CAT,0,N,39.0,132.0,132.0,0.0,0.0,0.0
7638,1000SUSH,<=1L,O,CAT,0,N,27.0,132.0,132.0,0.0,69.0,0.0
7643,10514777,5_10L,P,CAT,0,Y,24.0,2.1579473061934498,0.9423165950905524,0.0,86.0,1.0
7651,10555313,<=1L,S,CAT,0,Y,43.0,3.242158480960899,132.0,0.0,19.0,0.0
7681,10769848,5_10L,P,CAT,0,N,52.0,5.903404091753728,132.0,0.0,31.0,0.0
7683,10511284,<=1L,O,CAT,0,N,19.0,15.03706186706739,132.0,0.0,0.0,0.0
7686,10490891,5_10L,P,CAT,0,N,40.0,4.622063612483107,2.125092422109588,0.0,16.0,3.0
7690,10696301,<=1L,S,CAT,0,Y,32.0,4.917757569237866,132.0,0.0,3.0,0.0
7707,10100303,5_10L,S,CAT,0,N,28.0,4.4906440761476585,132.0,0.0,113.0,0.0
7744,10615315,5_10L,P,CAT,0,Y,24.0,132.0,132.0,0.0,0.0,0.0
7754,10615105,<=1L,P,CAT,0,N,48.0,132.0,132.0,0.0,0.0,0.0
7814,11039560,5_10L,P,CAT,0,N,33.0,6.9876152665211775,132.0,0.0,1.0,0.0
7824,11990808,1_5L,B,CAT,0,N,39.0,2.3550766106966226,2.4207863788643467,0.0,92.0,29.0
7827,12343336,<=1L,ST,CAT,0,N,19.0,6.9876152665211775,132.0,0.0,5.0,0.0
7829,11178799,<=1L,S,CAT,0,Y,20.0,132.0,1.0080263632582769,0.0,2.0,1.0
7841,10879109,5_10L,P,CAT,0,Y,26.0,132.0,132.0,0.0,0.0,0.0
7845,11647176,5_10L,P,CAT,0,N,32.0,132.0,132.0,0.0,0.0,0.0
7855,11198014,<=1L,S,CAT,0,N,20.0,132.0,0.9423165950905524,31.0,0.0,1.0
7884,10121675,<=1L,S,CAT,0,Y,21.0,132.0,1.0737361314260008,0.0,0.0,1.0
7907,11239861,5_10L,P,CAT,0,Y,33.0,2.585060799283657,4.720628264734693,0.0,896.0,41.0
7999,10188918,5_10L,S,CAT,0,N,19.0,0.9094617110066904,0.8437519428389662,0.0,3.0,1.0
8007,10101970,<=1L,P,CAT,0,N,51.0,3.4721426695479334,2.880754756038416,0.0,145.0,1.0
8045,11041996,<=1L,S,CAT,0,N,25.0,132.0,3.373578017296347,0.0,0.0,1.0
8106,10917715,5_10L,P,CAT,0,Y,22.0,9.84599018181718,132.0,0.0,1.0,0.0
8130,10133639,5_10L,P,CAT,0,Y,22.0,2.0922375380257257,4.753483148818555,0.0,80.0,6.0
8144,11009688,<=1L,S,CAT,0,Y,20.0,132.0,2.617915683367519,0.0,0.0,1.0
8180,11203273,<=1L,S,CAT,0,Y,27.0,2.585060799283657,2.650770567451381,0.0,8.0,1.0
8195,10615028,5_10L,P,CAT,0,N,22.0,132.0,1.7636886971871049,0.0,0.0,1.0
8221,11224244,<=1L,P,CAT,0,N,27.0,132.0,132.0,0.0,0.0,0.0
8249,10621332,<=1L,S,CAT,0,N,21.0,1.139445899593725,132.0,0.0,50.0,0.0
8330,10615043,5_10L,P,CAT,0,N,31.0,1.2708654359291731,132.0,0.0,8.0,0.0
8343,10615277,<=1L,P,CAT,0,N,37.0,132.0,132.0,0.0,0.0,0.0
8354,10783383,<=1L,P,CAT,0,N,35.0,132.0,132.0,0.0,0.0,0.0
8393,121ABCDE,1_5L,S,CAT,0,Y,26.0,1.0737361314260008,3.997820814889727,0.0,30.0,1.0
8394,10070642,5_10L,P,CAT,0,N,21.0,0.7123324065035178,2.125092422109588,0.0,1444.0,4080.0
8399,10659707,<=1L,P,CAT,0,N,26.0,1.467994740432346,3.833546394470417,0.0,761.0,11.0
8407,11928410,<=1L,ST,CAT,0,N,20.0,4.457789192063796,132.0,0.0,1.0,0.0
8410,10293588,<=1L,S,CAT,0,Y,27.0,2.94646452420614,2.880754756038416,0.0,13.0,1.0
8411,10305079,5_10L,P,CAT,0,Y,21.0,132.0,132.0,0.0,0.0,0.0
8416,10PRANIL,<=1L,O,CAT,0,N,22.0,132.0,1.895108233522553,31.0,20.0,1.0
8492,10615149,5_10L,P,CAT,0,N,22.0,132.0,132.0,0.0,0.0,0.0
8500,10268902,<=1L,S,CAT,0,N,20.0,1.9608180016902768,2.683625451535243,0.0,2.0,2.0
8504,10951157,<=1L,S,CAT,0,N,19.0,1.2708654359291731,132.0,0.0,8.0,0.0
8555,10851591,<=1L,S,CAT,0,Y,21.0,0.6794775224196558,1.862253349438691,0.0,5.0,1.0
8560,10890899,<=1L,P,CAT,0,N,28.0,132.0,132.0,0.0,0.0,0.0
8568,10011288,5_10L,P,CAT,0,N,53.0,3.275013365044761,132.0,0.0,3.0,0.0
8569,10856793,<=1L,S,CAT,0,Y,19.0,2.4536412629482087,2.4207863788643467,0.0,1.0,1.0
8573,10286865,<=1L,S,CAT,0,N,21.0,1.0737361314260008,1.53370450860007,0.0,14.0,1.0
8576,11220596,<=1L,S,CAT,0,Y,19.0,0.9094617110066904,1.467994740432346,0.0,10.0,1.0
8608,10675056,5_10L,P,CAT,0,Y,49.0,2.3222217266127605,132.0,0.0,41.0,0.0
8622,10918549,5_10L,P,CAT,0,N,33.0,132.0,132.0,0.0,0.0,0.0
8628,12341445,<=1L,P,CAT,0,N,23.0,132.0,132.0,0.0,0.0,0.0
8643,10588687,5_10L,P,CAT,0,N,32.0,132.0,132.0,0.0,0.0,0.0
8659,10890899,<=1L,P,CAT,0,N,28.0,132.0,132.0,0.0,0.0,0.0
8668,10186780,5_10L,S,CAT,0,N,22.0,2.4536412629482087,132.0,0.0,71.0,0.0
8669,10212098,<=1L,S,CAT,0,Y,24.0,1.6322691608516564,2.223657074361174,0.0,11.0,2.0
8671,10646063,5_10L,S,CAT,0,N,22.0,3.340723133212485,132.0,0.0,3.0,0.0
8675,11091493,<=1L,P,CAT,0,N,26.0,2.223657074361174,5.410580830495797,0.0,114.0,9.0
8685,11465688,5_10L,P,CAT,0,N,25.0,132.0,132.0,0.0,0.0,0.0
8708,10615295,5_10L,P,CAT,0,Y,21.0,132.0,132.0,0.0,0.0,0.0
8712,1000KOVE,<=1L,O,CAT,0,Y,32.0,1.862253349438691,1.99367288577414,0.0,106.0,1.0
8713,10231220,<=1L,P,CAT,0,N,20.0,0.6137677542519315,132.0,0.0,36.0,0.0
8749,11333838,5_10L,P,CAT,0,N,27.0,132.0,132.0,0.0,0.0,0.0
