,cm_cd,IncomePA,cm_occup,E2Channel,IsKarvy,KRA YN,age,months_since_last_login,months_since_last_trade,dp_holding,total_logins_one_year,total_trades_one_year
28335,12348222,1_5L,S,CAT,0,N,24.0,5.344871062328073,132.0,0.0,6.0,0.0
28361,11259673,<=1L,S,CAT,0,Y,45.0,2.815044987870692,2.880754756038416,0.0,9.0,1.0
28368,11268013,<=1L,S,CAT,0,Y,18.0,132.0,1.1723007836775872,0.0,0.0,1.0
28384,10354063,5_10L,P,CAT,0,Y,42.0,1.6322691608516564,1.467994740432346,0.0,8.0,1.0
28404,11311108,<=1L,P,CAT,0,N,28.0,132.0,132.0,0.0,0.0,0.0
28406,12606761,5_10L,P,CAT,0,Y,33.0,132.0,132.0,0.0,0.0,0.0
28412,10151543,5_10L,P,CAT,0,Y,19.0,2.683625451535243,1.2051556677614492,0.0,60.0,1.0
28433,12346996,5_10L,P,CAT,0,Y,46.0,3.9649659308058647,8.367520398043386,0.0,2216.0,480.0
28446,10360632,5_10L,P,CAT,0,Y,26.0,132.0,132.0,0.0,0.0,0.0
28447,11700251,<=1L,S,CAT,0,N,34.0,7.480438527779109,132.0,0.0,6.0,0.0
28496,10725995,<=1L,P,CAT,0,N,22.0,132.0,2.125092422109588,0.0,0.0,1.0
28505,10360655,5_10L,S,CAT,0,Y,22.0,2.913609640122278,132.0,0.0,6.0,0.0
28519,10184985,5_10L,P,CAT,0,N,36.0,132.0,132.0,0.0,0.0,0.0
28525,10693825,5_10L,S,CAT,0,Y,22.0,0.7123324065035178,132.0,0.0,18.0,0.0
28531,12562983,5_10L,P,CAT,0,Y,49.0,2.552205915199795,132.0,0.0,268.0,0.0
28545,10517132,5_10L,S,CAT,0,N,20.0,1.139445899593725,1.2051556677614492,0.0,4.0,1.0
28554,11040778,<=1L,S,CAT,0,N,21.0,132.0,1.1723007836775872,0.0,0.0,1.0
28565,10748591,<=1L,S,CAT,0,N,19.0,2.880754756038416,3.045029176457726,0.0,7.0,2.0
28566,11056854,<=1L,S,CAT,0,Y,24.0,1.0408812473421387,1.9608180016902768,0.0,11.0,2.0
28579,11031990,<=1L,B,CAT,0,N,31.0,4.884902685154003,132.0,0.0,45.0,0.0
28585,10347692,5_10L,S,CAT,1,N,35.0,1.139445899593725,132.0,0.0,11.0,0.0
28591,100GAUTA,1_5L,S,CAT,0,N,26.0,3.932111046722002,132.0,0.0,13.0,0.0
28624,10301566,5_10L,P,CAT,0,Y,24.0,0.7451872905873799,4.98346733740559,0.0,436.0,9.0
28632,10945703,5_10L,P,CAT,0,N,28.0,2.4536412629482087,132.0,0.0,7.0,0.0
28635,10374613,5_10L,P,CAT,0,Y,43.0,5.542000366831245,132.0,0.0,55.0,0.0
28647,10267610,5_10L,S,CAT,0,N,31.0,2.4207863788643467,2.190802190277312,0.0,66.0,1.0
28664,10316260,<=1L,P,CAT,0,N,22.0,7.907552020869316,132.0,0.0,5.0,0.0
28669,10231282,5_10L,P,CAT,0,Y,29.0,132.0,132.0,0.0,0.0,0.0
28680,10712487,5_10L,P,CAT,0,N,41.0,6.166243164424625,132.0,0.0,14.0,0.0
28690,10463948,5_10L,P,CAT,0,Y,42.0,6.757631077934143,132.0,0.0,31.0,0.0
28701,10212659,<=1L,S,CAT,0,Y,33.0,1.895108233522553,2.223657074361174,0.0,16.0,1.0
28703,10240278,5_10L,P,CAT,0,N,19.0,0.7451872905873799,1.7308338131032426,0.0,277.0,10.0
28719,10258179,<=1L,S,CAT,0,Y,20.0,1.3037203200130354,2.223657074361174,0.0,50.0,2.0
28726,11157799,<=1L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
28728,11211110,<=1L,S,CAT,0,N,21.0,3.702126858134968,132.0,0.0,1.0,0.0
28787,10415834,5_10L,S,CAT,0,N,18.0,2.880754756038416,2.4536412629482087,0.0,19.0,2.0
28830,12121998,<=1L,O,CAT,0,N,22.0,26.04344803516119,132.0,0.0,0.0,0.0
28833,10694664,<=1L,S,CAT,0,Y,22.0,3.307868249128623,3.373578017296347,0.0,6.0,2.0
28852,11178490,5_10L,S,CAT,0,Y,19.0,1.6322691608516564,132.0,0.0,17.0,0.0
28897,10489777,<=1L,S,CAT,0,N,19.0,2.026527769858001,132.0,0.0,9.0,0.0
28933,10084383,<=1L,P,CAT,0,N,55.0,1.829398465354829,2.617915683367519,0.0,1.0,1.0
28952,10108907,<=1L,S,CAT,0,Y,37.0,1.0408812473421387,2.223657074361174,0.0,16.0,2.0
28984,10437818,<=1L,S,CAT,0,N,38.0,1.862253349438691,2.125092422109588,0.0,13.0,1.0
28985,11222020,<=1L,O,CAT,0,N,25.0,132.0,132.0,0.0,0.0,0.0
28991,10590432,<=1L,S,CAT,0,N,20.0,132.0,3.242158480960899,0.0,0.0,1.0
29045,10122839,5_10L,P,Franchisee,0,N,19.0,6.724776193850281,132.0,0.0,22.0,0.0
29057,10511224,<=1L,S,CAT,0,Y,29.0,1.895108233522553,132.0,31.0,108.0,0.0
29070,10645806,<=1L,S,CAT,0,N,19.0,1.829398465354829,1.9608180016902768,0.0,19.0,1.0
29080,11207623,<=1L,P,CAT,0,N,20.0,5.114886873741038,5.114886873741038,0.0,7.0,4.0
29086,12344509,<=1L,P,CAT,0,Y,28.0,132.0,132.0,0.0,0.0,0.0
29109,10997355,<=1L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
29120,10991145,<=1L,S,CAT,0,Y,24.0,1.6322691608516564,1.7308338131032426,0.0,5.0,1.0
29139,10597141,5_10L,S,CAT,0,Y,23.0,4.687773380650831,132.0,0.0,2.0,0.0
29147,12347578,5_10L,P,CAT,0,Y,32.0,132.0,132.0,0.0,0.0,0.0
29186,10924859,5_10L,S,CAT,0,Y,37.0,5.180596641908762,132.0,0.0,13.0,0.0
29218,11011989,5_10L,P,CAT,0,N,32.0,1.99367288577414,10.503087863494422,0.0,239.0,3.0
29228,10615312,5_10L,P,CAT,0,Y,36.0,132.0,132.0,0.0,0.0,0.0
29246,10040532,5_10L,P,CAT,0,N,27.0,132.0,132.0,0.0,0.0,0.0
29247,10931401,<=1L,S,CAT,0,N,19.0,132.0,3.0778840605415883,0.0,0.0,1.0
29251,10615344,<=1L,P,CAT,0,N,20.0,2.026527769858001,1.9608180016902768,0.0,1.0,1.0
29265,10649484,5_10L,P,CAT,0,N,31.0,132.0,132.0,0.0,0.0,0.0
29282,12369576,5_10L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
29288,10254012,5_10L,S,CAT,0,N,28.0,3.833546394470417,132.0,0.0,2.0,0.0
29311,10372838,5_10L,S,CAT,0,Y,39.0,3.143593828709313,132.0,0.0,20.0,0.0
29319,10484322,5_10L,P,CAT,0,N,21.0,11.09447577700394,132.0,0.0,12.0,0.0
29320,12442534,<=1L,P,CAT,0,N,70.0,8.071826441288627,132.0,0.0,9.0,0.0
29358,10047478,<=1L,P,CAT,0,N,37.0,1.99367288577414,2.3222217266127605,0.0,1841.0,243.0
29376,10615040,5_10L,P,CAT,0,N,21.0,132.0,1.9608180016902768,0.0,0.0,1.0
29396,10193577,5_10L,P,CAT,0,N,37.0,5.673419903166693,5.673419903166693,0.0,4.0,2.0
29407,10532852,<=1L,S,CAT,0,Y,32.0,1.1065910155098628,2.3550766106966226,0.0,32.0,1.0
29427,10062991,<=1L,S,CAT,0,Y,38.0,2.880754756038416,132.0,0.0,65.0,0.0
29430,10000621,<=1L,O,CAT,0,N,26.0,132.0,132.0,0.0,0.0,0.0
29449,12346968,1_5L,B,CAT,0,N,23.0,0.6794775224196558,1.0737361314260008,0.0,26.0,1.0
29453,10615277,<=1L,P,CAT,0,N,37.0,132.0,132.0,0.0,0.0,0.0
29471,10915936,<=1L,S,CAT,0,Y,22.0,2.979319408290002,132.0,0.0,27.0,0.0
29474,10481778,<=1L,S,CAT,0,Y,20.0,1.467994740432346,2.683625451535243,31.0,37.0,2.0
29483,10380803,5_10L,S,CAT,0,Y,36.0,4.424934307979934,132.0,0.0,40.0,0.0
29531,10783383,<=1L,P,CAT,0,N,35.0,132.0,132.0,0.0,0.0,0.0
29540,11972668,1_5L,S,CAT,0,N,33.0,1.0408812473421387,3.8006915103865535,0.0,695.0,89.0
29542,10004900,<=1L,O,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
29612,11100786,1_5L,B,CAT,0,Y,39.0,0.6794775224196558,132.0,0.0,81.0,0.0
29613,11915813,1_5L,S,CAT,0,N,33.0,6.264807816676211,132.0,0.0,16.0,0.0
29619,10913025,5_10L,P,CAT,0,Y,22.0,132.0,132.0,0.0,0.0,0.0
29622,11264528,1_5L,S,CAT,0,N,24.0,3.143593828709313,1.3037203200130354,31.0,32.0,1.0
29643,10166610,5_10L,P,CAT,0,Y,32.0,2.683625451535243,7.020470150605039,0.0,51.0,2.0
29644,10580683,<=1L,S,CAT,0,Y,27.0,4.52349896023152,132.0,0.0,3.0,0.0
29654,10615287,<=1L,P,CAT,0,N,42.0,132.0,3.1107389446254503,0.0,0.0,1.0
29656,11987589,<=1L,ST,CAT,0,N,21.0,4.52349896023152,5.804839439502142,0.0,444.0,141.0
29671,10615120,5_10L,P,CAT,0,Y,24.0,8.958908311552904,132.0,0.0,1.0,0.0
29680,10325218,5_10L,S,CAT,0,N,19.0,1.6322691608516564,132.0,0.0,7.0,0.0
29698,10840343,5_10L,P,CAT,0,N,19.0,132.0,1.895108233522553,0.0,0.0,1.0
29703,1111ABHI,1_5L,S,CAT,0,N,28.0,7.579003180030695,132.0,31.0,5.0,0.0
29708,10189815,5_10L,P,CAT,0,Y,22.0,132.0,132.0,0.0,0.0,0.0
29727,11093772,<=1L,S,CAT,0,N,32.0,3.439287785464072,3.603562205883382,0.0,7.0,2.0
29731,10932642,<=1L,ST,CAT,0,N,21.0,1.829398465354829,3.373578017296347,0.0,18.0,1.0
29760,11983664,<=1L,O,CAT,0,N,39.0,1.139445899593725,1.6979789290193803,0.0,88.0,1.0
29785,12455880,<=1L,P,CAT,0,N,31.0,132.0,1.9279631176064151,0.0,0.0,1.0
29798,10400332,5_10L,P,CAT,0,N,26.0,9.287457152391523,1.1723007836775872,0.0,21.0,1.0
29812,10556146,5_10L,S,CAT,0,N,24.0,3.209303596877037,132.0,0.0,5.0,0.0
29827,12345JMF,5_10L,P,GL Investments,0,N,25.0,4.687773380650831,132.0,0.0,35.0,0.0
29830,10941698,5_10L,P,CAT,0,N,21.0,6.264807816676211,132.0,0.0,33.0,0.0
29836,11170666,<=1L,S,CAT,0,N,26.0,4.98346733740559,17.961146550531115,0.0,93.0,0.0
29838,10626999,5_10L,P,CAT,0,Y,18.0,1.9279631176064151,2.880754756038416,0.0,18.0,1.0
29839,11004325,<=1L,S,CAT,0,Y,42.0,3.702126858134968,132.0,0.0,22.0,0.0
29864,11060642,5_10L,S,CAT,0,N,22.0,1.139445899593725,1.0737361314260008,0.0,6.0,1.0
29916,10650612,5_10L,P,CAT,0,N,51.0,132.0,132.0,0.0,0.0,0.0
29934,12547896,<=1L,O,CAT,0,N,26.0,2.2893668425288984,2.617915683367519,0.0,52.0,1.0
29938,12121297,1_5L,S,CAT,0,N,20.0,132.0,132.0,0.0,0.0,0.0
29972,10615287,<=1L,P,CAT,0,N,42.0,132.0,3.1107389446254503,0.0,0.0,1.0
29984,10769703,<=1L,S,CAT,0,Y,21.0,132.0,1.1723007836775872,0.0,0.0,1.0
30002,10018684,5_10L,S,CAT,0,N,20.0,3.242158480960899,132.0,0.0,3.0,0.0
30011,10820869,5_10L,P,CAT,0,Y,29.0,132.0,132.0,0.0,0.0,0.0
30026,100SIGMN,<=1L,S,CAT,0,N,26.0,3.340723133212485,132.0,0.0,6.0,0.0
30058,11227278,5_10L,P,CAT,0,N,24.0,132.0,1.9608180016902768,0.0,0.0,1.0
30062,10615146,5_10L,P,CAT,0,N,25.0,132.0,132.0,0.0,0.0,0.0
30080,11032747,5_10L,P,CAT,0,N,27.0,8.400375282127248,132.0,0.0,2.0,0.0
30091,11135692,<=1L,S,CAT,0,Y,36.0,132.0,0.5480579860842074,0.0,0.0,1.0
30095,10928712,<=1L,S,CAT,0,Y,20.0,0.8437519428389662,0.8437519428389662,0.0,5.0,1.0
30126,12868244,<=1L,P,Franchisee,0,N,19.0,2.552205915199795,4.8520478010701416,0.0,97.0,66.0
30151,10086248,5_10L,S,CAT,0,N,20.0,4.4906440761476585,132.0,0.0,1.0,0.0
30158,10008827,<=1L,S,CAT,0,N,20.0,132.0,132.0,0.0,4.0,0.0
30184,10137846,<=1L,S,CAT,0,N,21.0,1.2380105518453113,1.3037203200130354,0.0,6.0,1.0
30190,10009081,5_10L,P,CAT,0,Y,30.0,3.242158480960899,4.457789192063796,0.0,2301.0,1119.0
30216,10101999,<=1L,ST,CAT,0,N,22.0,7.907552020869316,132.0,0.0,4.0,0.0
30219,10011979,1_5L,B,CAT,0,N,42.0,3.537852437715657,2.0922375380257257,0.0,10.0,1.0
30229,11015493,5_10L,P,CAT,1,N,54.0,3.767836626302692,3.833546394470417,0.0,127.0,1.0
30248,10335923,<=1L,S,CAT,0,N,21.0,3.340723133212485,132.0,0.0,27.0,0.0
30255,11143786,5_10L,P,CAT,0,N,33.0,132.0,132.0,0.0,0.0,0.0
30271,10424056,<=1L,S,CAT,0,N,19.0,2.4207863788643467,132.0,0.0,4.0,0.0
30281,10894401,5_10L,P,CAT,0,N,26.0,132.0,132.0,0.0,0.0,0.0
30300,10615133,<=1L,P,CAT,0,N,27.0,8.30181062987566,132.0,0.0,12.0,0.0
30332,10579988,5_10L,P,CAT,0,N,27.0,132.0,132.0,0.0,0.0,0.0
30369,11218260,<=1L,S,CAT,0,N,19.0,1.2051556677614492,1.2051556677614492,0.0,6.0,1.0
30373,10210997,<=1L,P,CAT,0,N,44.0,132.0,132.0,0.0,0.0,0.0
30381,10753511,<=1L,S,CAT,0,N,30.0,1.9608180016902768,3.0778840605415883,0.0,21.0,1.0
30386,10047782,<=1L,S,CAT,0,N,32.0,1.2380105518453113,1.2380105518453113,0.0,6.0,2.0
30398,11803056,5_10L,P,CAT,0,N,35.0,132.0,132.0,0.0,0.0,0.0
30409,10316100,<=1L,S,CAT,0,N,22.0,2.749335219702968,132.0,0.0,3.0,0.0
30422,11234799,1_5L,S,CAT,0,N,31.0,0.9094617110066904,3.340723133212485,0.0,4530.0,4130.0
30429,10205348,5_10L,P,CAT,0,Y,38.0,0.7123324065035178,132.0,0.0,36.0,0.0
30441,11857925,1_5L,B,CAT,0,N,28.0,7.217599455108212,1.467994740432346,0.0,8.0,1.0
30446,10533230,5_10L,P,CAT,0,Y,27.0,5.77198455541828,132.0,0.0,7.0,0.0
30449,10052863,<=1L,S,CAT,0,N,31.0,0.7451872905873799,2.4207863788643467,0.0,919.0,32.0
30469,11097238,<=1L,S,CAT,0,N,21.0,2.585060799283657,2.4536412629482087,0.0,3.0,1.0
30486,10373172,5_10L,P,CAT,0,Y,27.0,132.0,132.0,0.0,0.0,0.0
30489,12345601,<=1L,others,CAT,0,N,23.0,132.0,2.650770567451381,31.0,0.0,1.0
30508,10472322,5_10L,P,CAT,0,N,25.0,132.0,132.0,0.0,0.0,0.0
30527,10302345,<=1L,S,CAT,0,Y,21.0,2.190802190277312,2.223657074361174,0.0,6.0,1.0
30540,10507508,<=1L,P,CAT,0,N,29.0,132.0,132.0,0.0,0.0,0.0
30575,11031127,<=1L,S,CAT,0,N,22.0,0.9094617110066904,1.4351398563484838,0.0,9.0,1.0
30603,10006357,<=1L,O,CAT,0,N,26.0,132.0,132.0,0.0,0.0,0.0
30615,10615108,<=1L,P,CAT,0,N,35.0,132.0,132.0,0.0,0.0,0.0
30637,10302000,<=1L,P,CAT,0,N,21.0,132.0,132.0,0.0,0.0,0.0
30658,10665759,<=1L,S,CAT,0,Y,19.0,1.1065910155098628,1.6651240449355185,0.0,3.0,1.0
30665,12340012,5_10L,P,CAT,0,N,20.0,132.0,132.0,0.0,0.0,0.0
30681,10318925,5_10L,P,CAT,0,Y,47.0,2.815044987870692,3.997820814889727,0.0,22.0,1.0
30709,10445570,5_10L,P,CAT,0,N,26.0,132.0,132.0,0.0,0.0,0.0
30719,12349871,<=1L,S,CAT,0,N,35.0,4.4906440761476585,5.77198455541828,0.0,843.0,1023.0
30723,12342540,1_5L,S,CAT,0,N,20.0,132.0,132.0,0.0,0.0,0.0
30734,12742112,5_10L,P,CAT,0,N,34.0,8.334665513959523,132.0,0.0,6.0,0.0
30735,10217126,5_10L,P,CAT,0,N,21.0,8.926053427469041,132.0,0.0,6.0,0.0
30769,10156071,5_10L,P,CAT,0,N,28.0,132.0,132.0,0.0,0.0,0.0
30783,10615210,<=1L,P,CAT,0,N,28.0,132.0,132.0,0.0,0.0,0.0
30793,10367976,5_10L,S,CAT,0,Y,51.0,1.0080263632582769,5.1477417578249005,0.0,56.0,2.0
30799,12345119,1_5L,S,CAT,0,N,20.0,132.0,132.0,0.0,0.0,0.0
30832,10827013,<=1L,S,CAT,0,N,21.0,132.0,2.617915683367519,0.0,1.0,1.0
30836,10686139,<=1L,S,CAT,0,Y,26.0,2.0922375380257257,2.190802190277312,0.0,9.0,4.0
30883,11678117,5_10L,P,CAT,0,Y,30.0,3.176448712793175,132.0,0.0,16.0,0.0
30917,10387138,5_10L,S,CAT,0,Y,19.0,3.4064329013802093,132.0,0.0,4.0,0.0
30920,12347184,1_5L,S,CAT,0,N,22.0,132.0,0.9423165950905524,31.0,0.0,1.0
30944,10508541,<=1L,S,CAT,0,N,26.0,1.2380105518453113,1.2051556677614492,0.0,3.0,1.0
30949,10615043,5_10L,P,CAT,0,N,31.0,1.2708654359291731,132.0,0.0,8.0,0.0
30951,10615221,5_10L,P,CAT,0,N,21.0,132.0,132.0,0.0,0.0,0.0
30958,10603350,5_10L,P,CAT,0,N,19.0,6.494792005263246,132.0,0.0,2.0,0.0
30964,10132924,5_10L,P,CAT,0,Y,35.0,2.1579473061934498,132.0,0.0,129.0,0.0
30995,12340093,5_10L,P,CAT,0,N,20.0,10.33881344307511,132.0,0.0,2.0,0.0
31012,10308839,5_10L,P,others,0,N,22.0,4.293514771644486,132.0,0.0,6.0,0.0
31045,11493407,5_10L,P,CAT,0,Y,41.0,132.0,0.6137677542519315,0.0,0.0,1.0
31050,10101RAV,<=1L,P,CAT,0,N,43.0,132.0,132.0,0.0,0.0,0.0
31085,11359818,5_10L,P,CAT,0,N,23.0,10.108829254488075,132.0,0.0,4.0,0.0
31095,10891797,5_10L,P,CAT,0,Y,23.0,5.016322221489451,132.0,0.0,26.0,0.0
31098,10615282,5_10L,P,CAT,0,Y,55.0,1.1065910155098628,132.0,0.0,1.0,0.0
31108,10016391,<=1L,S,CAT,0,N,42.0,3.242158480960899,3.242158480960899,0.0,25.0,1.0
31119,10290055,<=1L,S,CAT,0,N,22.0,3.045029176457726,132.0,0.0,52.0,0.0
31147,10410381,5_10L,P,GL Investments,0,Y,26.0,1.1723007836775872,3.045029176457726,0.0,311.0,5.0
31150,10615109,<=1L,P,CAT,0,N,34.0,132.0,132.0,0.0,0.0,0.0
31169,10276148,5_10L,P,CAT,0,Y,35.0,132.0,132.0,0.0,0.0,0.0
31171,10813266,5_10L,P,CAT,0,N,33.0,6.724776193850281,132.0,0.0,335.0,0.0
31180,10615102,<=1L,P,CAT,0,N,31.0,132.0,132.0,0.0,0.0,0.0
31202,10772095,5_10L,S,CAT,0,N,25.0,1.99367288577414,132.0,0.0,4.0,0.0
31221,10400702,<=1L,S,CAT,0,N,26.0,132.0,1.862253349438691,0.0,0.0,1.0
31233,10713929,<=1L,P,CAT,0,N,19.0,5.377725946411935,5.377725946411935,0.0,49.0,2.0
31241,11199319,<=1L,S,CAT,0,N,35.0,1.9608180016902768,132.0,0.0,101.0,0.0
31257,10617641,1_5L,S,CAT,0,Y,30.0,1.467994740432346,7.053325034688902,0.0,373.0,63.0
31261,10615040,5_10L,P,CAT,0,N,21.0,132.0,1.9608180016902768,0.0,0.0,1.0
31273,12344595,5_10L,P,CAT,0,Y,45.0,0.6466226383357937,1.2708654359291731,0.0,330.0,11.0
31294,11067187,<=1L,S,CAT,0,N,21.0,2.125092422109588,2.0922375380257257,0.0,1.0,1.0
31320,10593622,<=1L,S,CAT,0,Y,27.0,2.3550766106966226,2.880754756038416,0.0,8.0,1.0
31336,10710197,<=1L,S,CAT,0,N,18.0,132.0,1.1723007836775872,0.0,0.0,1.0
31351,10329929,<=1L,S,CAT,0,N,24.0,1.5994142767677944,132.0,0.0,278.0,0.0
31356,11940898,<=1L,P,CAT,0,N,25.0,3.833546394470417,132.0,0.0,123.0,0.0
31358,11068644,5_10L,P,CAT,0,Y,20.0,1.0080263632582769,3.767836626302692,0.0,493.0,83.0
31378,10615280,<=1L,P,CAT,0,N,45.0,132.0,132.0,0.0,0.0,0.0
31382,10002793,<=1L,S,CAT,0,N,20.0,132.0,1.2708654359291731,31.0,0.0,1.0
31405,10236146,<=1L,S,CAT,0,Y,25.0,3.045029176457726,3.012174292373864,0.0,6.0,1.0
31406,10459970,<=1L,S,CAT,0,Y,24.0,0.8437519428389662,3.373578017296347,0.0,23.0,3.0
31506,10219791,5_10L,P,CAT,0,Y,34.0,2.650770567451381,1.2051556677614492,0.0,10.0,1.0
31514,10615358,5_10L,P,CAT,0,N,40.0,132.0,132.0,0.0,0.0,0.0
31515,11252464,<=1L,S,CAT,0,Y,36.0,1.7636886971871049,2.913609640122278,0.0,129.0,1.0
31526,10615354,5_10L,P,CAT,0,N,30.0,132.0,132.0,0.0,0.0,0.0
31537,10187684,<=1L,S,CAT,0,N,41.0,2.519351031115933,132.0,0.0,23.0,0.0
31539,11274966,5_10L,P,CAT,0,N,22.0,132.0,132.0,0.0,0.0,0.0
31580,12081026,5_10L,P,CAT,0,Y,39.0,7.841842252701592,132.0,0.0,7.0,0.0
31588,11227278,5_10L,P,CAT,0,N,24.0,132.0,1.9608180016902768,0.0,0.0,1.0
31589,10757333,<=1L,S,CAT,0,Y,50.0,2.4207863788643467,2.4207863788643467,0.0,2.0,1.0
31592,10256123,<=1L,ST,CAT,0,N,25.0,1.3694300881807595,4.720628264734693,0.0,85.0,2.0
31593,10227411,<=1L,P,CAT,0,N,22.0,13.394317662874284,132.0,0.0,0.0,0.0
31594,11170279,<=1L,S,CAT,0,N,21.0,3.012174292373864,2.190802190277312,0.0,46.0,1.0
31606,10615314,5_10L,P,CAT,0,N,27.0,132.0,2.3879314947804846,0.0,0.0,1.0
31609,10893910,<=1L,S,CAT,0,Y,33.0,1.7636886971871049,2.617915683367519,0.0,4.0,1.0
31621,10844327,5_10L,P,CAT,0,Y,23.0,3.012174292373864,132.0,0.0,15.0,0.0
31660,10353949,<=1L,S,CAT,0,N,19.0,0.8108970587551041,1.2708654359291731,0.0,18.0,1.0
31664,10356798,<=1L,P,others,0,N,25.0,4.4906440761476585,1.467994740432346,0.0,39.0,1.0
31681,10955161,<=1L,S,CAT,0,N,44.0,1.0408812473421387,1.0737361314260008,0.0,7.0,1.0
31723,10646298,5_10L,P,CAT,0,Y,23.0,1.796543581270967,2.0922375380257257,0.0,69.0,1.0
31744,11091997,<=1L,ST,CAT,0,N,24.0,1.5994142767677944,13.91999580821608,0.0,58.0,0.0
31757,10837103,<=1L,S,CAT,0,Y,20.0,1.1723007836775872,1.9279631176064151,0.0,52.0,1.0
31798,10094921,5_10L,P,Franchisee,0,N,36.0,0.9094617110066904,1.862253349438691,0.0,132.0,2.0
31817,10277949,<=1L,S,CAT,0,N,20.0,132.0,0.8437519428389662,0.0,0.0,1.0
31831,10003027,5_10L,P,CAT,0,N,44.0,5.804839439502142,7.743277600450005,0.0,20.0,12.0
31851,1247SHMO,<=1L,P,Franchisee,0,N,19.0,1.500849624516208,2.0922375380257257,0.0,7.0,4.0
31862,10362966,5_10L,P,CAT,0,N,19.0,6.39622735301166,132.0,0.0,4.0,0.0
31900,10838496,5_10L,P,CAT,0,N,32.0,132.0,132.0,0.0,0.0,0.0
31905,11585342,<=1L,P,CAT,0,N,35.0,132.0,132.0,0.0,0.0,0.0
31907,10932889,<=1L,S,CAT,0,N,20.0,2.585060799283657,2.585060799283657,0.0,21.0,3.0
31922,10997085,5_10L,P,CAT,0,N,23.0,3.997820814889727,9.55029622506242,0.0,56.0,9.0
31930,10918549,5_10L,P,CAT,0,N,33.0,132.0,132.0,0.0,0.0,0.0
31948,10004900,<=1L,O,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
31955,10615361,<=1L,P,CAT,0,N,43.0,132.0,132.0,0.0,0.0,0.0
31988,11031966,5_10L,P,CAT,0,Y,55.0,1.829398465354829,132.0,0.0,68.0,0.0
31996,12605036,5_10L,P,CAT,0,Y,22.0,132.0,132.0,0.0,0.0,0.0
32032,11138429,<=1L,S,CAT,0,Y,24.0,1.7636886971871049,1.7308338131032426,0.0,4.0,1.0
32035,10053891,5_10L,S,CAT,0,N,20.0,0.9751714791744146,1.0737361314260008,0.0,8.0,1.0
32041,10369784,<=1L,S,CAT,0,N,29.0,1.53370450860007,132.0,0.0,67.0,1.0
32060,10045688,<=1L,S,CAT,0,N,31.0,2.3222217266127605,2.3879314947804846,0.0,3.0,1.0
32071,10684147,5_10L,P,CAT,0,Y,19.0,8.860343659301316,132.0,0.0,10.0,0.0
32088,10454954,<=1L,S,CAT,0,Y,23.0,2.650770567451381,132.0,0.0,6.0,0.0
32101,11199335,5_10L,S,CAT,0,N,18.0,1.2380105518453113,1.2380105518453113,0.0,14.0,3.0
32106,11266383,5_10L,S,CAT,0,N,27.0,1.0408812473421387,1.1723007836775872,0.0,4.0,1.0
32139,11063969,5_10L,P,CAT,0,Y,46.0,2.4207863788643467,132.0,0.0,19.0,0.0
32166,10282263,<=1L,P,CAT,0,N,23.0,132.0,132.0,0.0,0.0,0.0
32177,12348748,5_10L,P,CAT,0,Y,25.0,132.0,132.0,0.0,0.0,0.0
32200,10264503,5_10L,others,Franchisee,0,Y,30.0,1.2380105518453113,3.373578017296347,0.0,68.0,1.0
32207,10868991,5_10L,P,CAT,0,N,31.0,3.767836626302692,132.0,0.0,38.0,0.0
32211,10001JAM,1_5L,S,CAT,0,N,35.0,3.4721426695479334,4.392079423896072,0.0,1414.0,64.0
32219,10000YOG,<=1L,S,CAT,0,Y,32.0,3.833546394470417,132.0,0.0,3.0,0.0
32220,11196899,<=1L,S,CAT,0,N,28.0,1.500849624516208,1.467994740432346,0.0,1.0,1.0
32248,12770224,<=1L,P,CAT,0,N,25.0,132.0,132.0,0.0,0.0,0.0
32251,12772986,5_10L,P,CAT,0,Y,56.0,6.527646889347108,132.0,0.0,4.0,0.0
32256,10417079,5_10L,P,CAT,0,Y,33.0,2.3550766106966226,0.6137677542519315,0.0,144.0,1.0
32277,10929637,5_10L,P,CAT,0,N,20.0,132.0,1.2051556677614492,0.0,0.0,1.0
32295,10615013,<=1L,S,CAT,0,N,36.0,6.790485962018005,132.0,0.0,19.0,1.0
32305,12345544,<=1L,P,CAT,0,N,19.0,132.0,132.0,0.0,0.0,0.0
32307,123456BD,<=1L,O,CAT,0,N,25.0,17.82972701419567,132.0,0.0,4.0,0.0
32323,10660841,5_10L,P,CAT,0,N,19.0,0.778042174671242,4.293514771644486,0.0,78.0,3.0
32340,11157908,<=1L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
32358,10123967,5_10L,S,CAT,0,N,27.0,1.0737361314260008,3.603562205883382,0.0,29.0,2.0
32362,11974404,5_10L,P,CAT,0,N,19.0,132.0,132.0,0.0,0.0,0.0
32366,10362127,5_10L,P,CAT,0,N,43.0,132.0,132.0,0.0,2.0,0.0
32369,11173642,<=1L,S,CAT,0,N,20.0,4.424934307979934,132.0,0.0,1.0,0.0
